,municipio,data,precipitacao,temperatura_maxima,temperatura_minima,temperatura_media,umidade_relativa_media,quantidade_notificacoes
340,ALAGOINHAS,15/04/2008,0.0,32.8,22.0,26.46,82.25,1
341,ALAGOINHAS,16/04/2008,0.0,30.1,22.3,25.72,81.5,1
342,ALAGOINHAS,17/04/2008,9.6,30.7,21.8,25.72,80.0,1
343,ALAGOINHAS,19/04/2008,0.8,30.7,20.1,25.24,79.5,1
344,ALAGOINHAS,25/04/2008,0.0,32.7,23.8,27.02,77.5,1
345,ALAGOINHAS,26/04/2008,0.0,32.3,21.0,26.14,75.25,1
346,ALAGOINHAS,30/04/2008,1.9,30.3,22.0,25.18,83.0,3
347,ALAGOINHAS,01/05/2008,0.0,30.3,20.5,25.3,77.5,1
348,ALAGOINHAS,02/05/2008,8.5,27.9,22.8,24.1,93.5,1
349,ALAGOINHAS,07/05/2008,0.0,31.9,21.8,25.4,83.75,2
350,ALAGOINHAS,08/05/2008,4.3,27.2,21.9,23.86,93.75,3
351,ALAGOINHAS,09/05/2008,15.8,27.6,21.8,24.48,81.5,2
352,ALAGOINHAS,10/05/2008,0.0,26.9,22.0,24.12,84.0,1
353,ALAGOINHAS,30/05/2008,2.7,29.0,20.2,23.64,80.5,1
354,ALAGOINHAS,10/06/2008,0.9,27.3,19.5,21.92,84.75,1
355,ALAGOINHAS,29/09/2008,0.0,31.0,17.6,24.64,82.25,1
356,ALAGOINHAS,21/10/2008,0.0,30.1,19.4,24.5,72.75,1
357,ALAGOINHAS,26/02/2009,4.6,31.7,22.0,25.58,84.25,1
358,ALAGOINHAS,02/03/2009,0.6,32.8,20.6,25.84,76.5,1
359,ALAGOINHAS,12/03/2009,0.0,32.6,21.8,26.02,73.5,1
360,ALAGOINHAS,20/03/2009,0.0,34.6,18.0,26.82,72.0,1
361,ALAGOINHAS,03/04/2009,15.6,32.6,20.0,26.46,78.25,1
362,ALAGOINHAS,04/04/2009,2.0,34.5,20.8,26.94,76.5,1
363,ALAGOINHAS,07/04/2009,0.0,34.8,18.8,26.8,70.75,1
364,ALAGOINHAS,16/04/2009,0.0,33.5,18.8,26.22,73.5,1
365,ALAGOINHAS,08/05/2009,0.4,26.9,19.4,23.9,93.25,1
366,ALAGOINHAS,02/06/2009,0.0,31.1,19.5,24.92,81.0,1
367,ALAGOINHAS,08/06/2009,0.7,27.2,18.6,23.16,88.75,1
368,ALAGOINHAS,14/07/2009,1.1,26.1,19.5,22.6,90.75,1
369,ALAGOINHAS,18/07/2009,1.7,27.5,16.8,21.6,87.5,1
370,ALAGOINHAS,08/08/2009,6.3,28.2,19.4,23.08,80.75,1
371,ALAGOINHAS,22/12/2009,0.2,30.2,20.3,24.44,76.0,1
372,ALAGOINHAS,05/02/2010,0.3,33.3,23.0,27.22,73.5,1
373,ALAGOINHAS,20/02/2010,0.0,33.9,21.9,27.32,72.75,1
374,ALAGOINHAS,21/02/2010,0.0,34.1,22.2,27.52,68.25,1
375,ALAGOINHAS,19/03/2010,0.0,34.1,22.3,27.6,78.25,1
376,ALAGOINHAS,19/05/2010,0.2,29.3,21.9,24.84,81.0,1
377,ALAGOINHAS,27/07/2010,4.7,27.3,18.2,21.98,86.0,1
378,ALAGOINHAS,03/08/2010,0.3,28.4,17.0,22.5,77.5,1
379,ALAGOINHAS,21/12/2010,0.8,32.7,21.9,26.48,70.75,1
380,ALAGOINHAS,23/12/2010,0.0,34.3,21.9,27.08,65.75,1
381,ALAGOINHAS,01/01/2011,0.0,32.7,22.4,26.52,64.75,1
382,ALAGOINHAS,02/01/2011,0.0,33.9,22.1,26.66,68.75,1
383,ALAGOINHAS,03/01/2011,0.0,34.2,21.9,27.08,68.25,1
384,ALAGOINHAS,01/02/2011,0.0,32.7,22.1,26.26,68.75,1
385,ALAGOINHAS,16/02/2011,0.5,29.2,21.7,25.26,80.0,1
386,ALAGOINHAS,17/02/2011,5.1,32.0,21.7,25.54,77.0,2
387,ALAGOINHAS,03/03/2011,0.0,34.3,21.8,27.42,69.25,1
388,ALAGOINHAS,08/03/2011,0.0,35.2,20.9,27.26,73.5,1
389,ALAGOINHAS,14/03/2011,1.9,35.7,23.4,28.14,69.0,1
390,ALAGOINHAS,16/03/2011,0.0,37.9,22.7,28.88,61.5,1
391,ALAGOINHAS,18/03/2011,0.3,33.1,22.7,26.88,79.5,2
392,ALAGOINHAS,22/03/2011,4.2,28.8,23.7,26.08,84.25,1
393,ALAGOINHAS,23/03/2011,5.7,28.4,23.4,24.9,90.0,1
394,ALAGOINHAS,24/03/2011,9.0,32.5,22.9,26.46,82.75,1
395,ALAGOINHAS,25/03/2011,0.0,32.1,23.2,26.46,79.75,1
396,ALAGOINHAS,29/03/2011,35.3,30.1,22.9,25.8,87.5,2
397,ALAGOINHAS,30/03/2011,0.5,32.9,22.7,26.68,80.5,1
398,ALAGOINHAS,31/03/2011,0.0,33.1,23.4,27.38,80.25,19
399,ALAGOINHAS,04/04/2011,0.0,33.5,24.2,27.2,76.75,2
400,ALAGOINHAS,05/04/2011,0.0,33.3,21.2,26.24,72.75,4
401,ALAGOINHAS,06/04/2011,0.0,33.7,21.1,26.84,72.25,4
402,ALAGOINHAS,07/04/2011,0.0,33.0,20.4,26.12,77.75,1
403,ALAGOINHAS,08/04/2011,12.2,31.9,23.1,26.56,79.25,3
404,ALAGOINHAS,10/04/2011,5.5,30.7,23.1,25.42,84.25,7
405,ALAGOINHAS,11/04/2011,0.0,31.8,21.9,26.02,75.0,6
406,ALAGOINHAS,14/04/2011,1.0,31.7,21.9,25.88,79.75,1
407,ALAGOINHAS,15/04/2011,3.4,31.0,22.9,25.94,83.75,2
408,ALAGOINHAS,18/04/2011,4.2,30.1,22.4,25.3,87.0,14
409,ALAGOINHAS,20/04/2011,0.2,29.7,21.4,24.82,87.5,5
410,ALAGOINHAS,23/04/2011,5.1,30.5,19.6,25.02,83.75,1
411,ALAGOINHAS,25/04/2011,3.2,30.3,20.9,24.78,80.75,2
412,ALAGOINHAS,26/04/2011,0.0,29.4,19.8,24.2,84.0,1
413,ALAGOINHAS,29/04/2011,67.9,26.3,20.0,23.08,92.25,4
414,ALAGOINHAS,30/04/2011,9.6,26.9,20.9,24.08,91.0,1
415,ALAGOINHAS,02/05/2011,3.0,30.7,22.4,25.66,87.75,1
416,ALAGOINHAS,05/05/2011,3.3,30.3,21.9,24.84,86.5,1
417,ALAGOINHAS,11/05/2011,4.2,27.3,19.2,22.98,93.0,3
418,ALAGOINHAS,12/05/2011,2.5,27.9,19.6,23.54,91.0,1
419,ALAGOINHAS,15/05/2011,0.0,26.7,18.8,23.06,88.75,3
420,ALAGOINHAS,16/05/2011,0.0,29.1,19.2,24.1,87.25,1
421,ALAGOINHAS,18/05/2011,0.0,28.6,19.3,23.42,90.25,1
422,ALAGOINHAS,20/05/2011,6.3,25.8,18.6,22.24,89.5,1
423,ALAGOINHAS,21/05/2011,1.3,27.0,18.8,22.12,84.75,1
424,ALAGOINHAS,24/05/2011,37.2,25.3,20.9,22.38,92.0,2
425,ALAGOINHAS,25/05/2011,6.0,28.3,19.8,23.14,83.75,1
426,ALAGOINHAS,26/05/2011,0.7,27.8,19.3,22.54,83.5,2
427,ALAGOINHAS,27/05/2011,0.0,28.6,18.3,22.56,84.25,1
428,ALAGOINHAS,30/05/2011,0.0,29.5,18.8,23.54,81.25,2
429,ALAGOINHAS,31/05/2011,0.0,27.7,18.4,23.54,85.5,1
430,ALAGOINHAS,01/06/2011,0.0,26.5,19.2,22.94,91.75,1
431,ALAGOINHAS,03/06/2011,4.5,28.1,18.8,22.94,89.75,1
432,ALAGOINHAS,06/06/2011,13.4,26.2,19.0,22.0,91.75,1
433,ALAGOINHAS,07/06/2011,0.9,26.2,17.8,21.48,83.75,1
434,ALAGOINHAS,08/06/2011,0.0,29.3,17.6,22.46,80.5,3
435,ALAGOINHAS,14/06/2011,9.5,27.7,19.2,22.76,87.25,1
436,ALAGOINHAS,15/06/2011,11.0,23.2,18.9,21.44,89.75,4
437,ALAGOINHAS,17/06/2011,10.7,23.5,18.0,21.34,91.0,1
438,ALAGOINHAS,19/06/2011,0.0,27.1,18.9,22.6,90.5,1
439,ALAGOINHAS,20/06/2011,1.4,28.7,17.0,22.5,83.25,2
440,ALAGOINHAS,26/06/2011,0.0,28.7,17.8,22.86,85.0,1
441,ALAGOINHAS,01/07/2011,0.4,27.4,16.8,21.96,86.0,1
442,ALAGOINHAS,02/07/2011,2.3,26.9,17.8,22.02,88.25,1
443,ALAGOINHAS,06/07/2011,0.0,28.5,16.3,21.84,82.5,3
444,ALAGOINHAS,17/07/2011,0.0,27.3,16.6,21.34,75.75,1
445,ALAGOINHAS,19/07/2011,9.5,26.1,18.0,21.14,86.75,1
446,ALAGOINHAS,27/07/2011,0.0,27.4,15.9,21.62,81.0,2
447,ALAGOINHAS,12/09/2011,0.0,29.9,18.8,23.38,72.25,1
448,ALAGOINHAS,19/09/2011,1.2,24.5,19.2,21.14,81.5,1
449,ALAGOINHAS,17/10/2011,0.0,32.9,22.7,26.88,67.0,1
450,ALAGOINHAS,21/10/2011,38.5,23.8,19.0,21.8,95.25,1
451,ALAGOINHAS,07/11/2011,5.5,23.8,19.0,21.78,95.5,1
452,ALAGOINHAS,09/11/2011,6.1,25.4,21.5,22.92,93.5,1
453,ALAGOINHAS,16/11/2011,0.0,32.1,21.7,26.16,75.0,1
454,ALAGOINHAS,29/11/2011,0.0,30.8,18.8,24.58,73.25,1
455,ALAGOINHAS,19/12/2011,0.0,32.3,19.8,25.54,75.0,1
456,ALAGOINHAS,22/12/2011,0.0,32.5,19.6,25.3,76.25,1
457,ALAGOINHAS,28/12/2011,0.0,33.1,21.3,26.2,73.75,1
458,ALAGOINHAS,03/01/2012,0.0,33.3,22.3,27.04,70.5,2
459,ALAGOINHAS,14/01/2012,1.5,30.8,22.9,25.3,84.0,1
460,ALAGOINHAS,18/01/2012,0.0,32.7,19.3,25.72,67.75,1
461,ALAGOINHAS,25/01/2012,0.5,30.1,21.9,25.9,70.5,1
462,ALAGOINHAS,30/01/2012,0.8,31.3,19.8,25.66,69.75,1
463,ALAGOINHAS,20/02/2012,11.4,31.3,21.9,25.22,76.0,1
464,ALAGOINHAS,29/02/2012,0.7,32.5,21.2,25.82,72.25,1
465,ALAGOINHAS,12/03/2012,0.0,32.7,19.3,26.08,70.5,1
466,ALAGOINHAS,20/03/2012,0.0,32.7,20.3,25.62,69.5,3
467,ALAGOINHAS,25/03/2012,0.0,33.9,21.6,26.74,74.5,1
468,ALAGOINHAS,03/04/2012,0.0,32.5,20.4,25.58,71.25,1
469,ALAGOINHAS,04/04/2012,0.0,33.1,20.4,25.9,75.0,1
470,ALAGOINHAS,07/04/2012,0.0,33.7,19.8,26.46,71.0,1
471,ALAGOINHAS,10/04/2012,3.0,31.8,20.7,24.9,76.0,2
472,ALAGOINHAS,11/04/2012,0.0,31.9,19.7,25.2,72.25,1
473,ALAGOINHAS,15/04/2012,4.7,31.9,20.4,25.82,76.25,1
474,ALAGOINHAS,23/04/2012,0.0,33.3,21.9,26.36,70.75,1
475,ALAGOINHAS,04/05/2012,0.8,30.8,19.4,24.32,74.0,2
476,ALAGOINHAS,08/05/2012,4.6,29.7,21.4,24.0,80.25,1
477,ALAGOINHAS,12/05/2012,0.0,32.7,21.9,25.66,68.25,1
478,ALAGOINHAS,19/05/2012,18.7,24.3,18.8,21.86,95.75,1
479,ALAGOINHAS,22/05/2012,6.2,28.1,20.3,23.76,82.25,1
480,ALAGOINHAS,23/05/2012,2.4,27.2,20.7,23.58,86.5,1
481,ALAGOINHAS,31/05/2012,0.0,30.3,19.8,24.16,78.25,1
482,ALAGOINHAS,05/06/2012,0.0,30.3,19.2,24.22,78.75,1
483,ALAGOINHAS,15/06/2012,3.1,27.5,19.0,22.74,88.25,1
484,ALAGOINHAS,18/06/2012,0.0,29.5,18.0,23.44,81.5,2
485,ALAGOINHAS,20/06/2012,0.0,29.8,18.3,23.32,77.25,2
486,ALAGOINHAS,22/06/2012,5.7,26.3,19.8,22.66,92.5,1
487,ALAGOINHAS,26/06/2012,0.9,27.5,17.8,22.06,83.0,1
488,ALAGOINHAS,28/06/2012,8.5,25.5,18.2,21.66,94.0,1
489,ALAGOINHAS,04/07/2012,4.6,26.9,18.8,21.9,85.25,1
490,ALAGOINHAS,09/07/2012,0.0,28.3,18.1,22.94,83.0,1
491,ALAGOINHAS,11/07/2012,1.8,26.8,20.4,22.4,84.25,1
492,ALAGOINHAS,23/07/2012,0.0,28.4,18.0,22.08,79.5,1
493,ALAGOINHAS,26/07/2012,0.0,28.6,16.5,21.86,76.25,1
494,ALAGOINHAS,31/07/2012,3.3,26.4,19.7,21.76,82.0,1
495,ALAGOINHAS,06/08/2012,0.0,29.1,16.3,22.2,74.5,1
496,ALAGOINHAS,07/08/2012,0.0,26.1,16.8,21.42,88.25,1
497,ALAGOINHAS,08/08/2012,6.4,26.9,17.6,21.94,85.25,1
498,ALAGOINHAS,15/08/2012,2.6,25.1,17.5,21.46,90.75,1
499,ALAGOINHAS,16/08/2012,8.9,27.4,18.0,22.2,83.0,1
500,ALAGOINHAS,22/08/2012,0.0,24.8,17.0,20.88,89.75,1
501,ALAGOINHAS,23/08/2012,4.1,26.8,16.8,21.44,74.5,1
502,ALAGOINHAS,29/08/2012,0.0,28.5,16.8,23.1,77.0,1
503,ALAGOINHAS,30/08/2012,0.0,29.7,18.0,23.02,81.25,1
504,ALAGOINHAS,31/08/2012,0.0,28.9,17.2,22.54,78.0,1
505,ALAGOINHAS,05/09/2012,7.4,27.7,18.0,21.9,78.0,1
506,ALAGOINHAS,13/09/2012,0.0,30.5,17.1,23.44,73.25,1
507,ALAGOINHAS,17/09/2012,0.0,29.7,17.6,23.62,75.25,1
508,ALAGOINHAS,27/09/2012,0.0,30.0,20.9,24.66,80.75,2
509,ALAGOINHAS,01/10/2012,0.0,28.8,18.5,23.06,75.25,1
510,ALAGOINHAS,09/10/2012,0.5,27.3,19.8,22.66,82.25,2
511,ALAGOINHAS,15/10/2012,0.0,28.3,18.9,23.4,74.25,1
512,ALAGOINHAS,17/10/2012,0.0,31.0,20.9,25.1,74.75,1
513,ALAGOINHAS,29/10/2012,0.0,31.9,18.8,24.42,71.75,2
514,ALAGOINHAS,13/11/2012,0.0,31.4,18.9,24.9,71.0,2
515,ALAGOINHAS,20/11/2012,0.0,31.9,20.5,25.64,72.75,1
516,ALAGOINHAS,23/11/2012,0.0,32.1,21.3,25.76,75.25,1
517,ALAGOINHAS,27/11/2012,0.5,32.7,22.0,25.86,72.75,1
518,ALAGOINHAS,14/01/2013,4.4,32.7,21.9,26.36,74.25,1
519,ALAGOINHAS,15/01/2013,0.0,34.3,21.7,26.84,70.5,1
520,ALAGOINHAS,18/01/2013,0.0,34.1,22.5,27.32,73.75,1
521,ALAGOINHAS,29/01/2013,0.0,34.7,22.3,27.12,69.75,1
522,ALAGOINHAS,30/01/2013,0.0,34.7,22.5,27.44,65.0,1
523,ALAGOINHAS,04/02/2013,0.0,34.8,20.9,26.3,74.0,1
524,ALAGOINHAS,13/02/2013,0.0,34.1,21.1,26.52,67.5,1
525,ALAGOINHAS,07/03/2013,0.0,35.0,20.3,27.02,65.5,1
526,ALAGOINHAS,11/03/2013,0.0,36.9,21.5,28.76,62.5,1
527,ALAGOINHAS,13/03/2013,0.0,36.3,21.7,28.12,69.5,1
528,ALAGOINHAS,18/03/2013,0.0,32.3,21.1,26.64,74.25,1
529,ALAGOINHAS,19/03/2013,2.6,34.5,22.8,27.08,73.25,2
530,ALAGOINHAS,09/04/2013,0.0,34.3,21.8,27.42,66.75,1
531,ALAGOINHAS,10/04/2013,0.0,35.0,20.8,27.1,69.25,1
532,ALAGOINHAS,19/06/2013,19.2,29.0,21.8,24.5,86.25,2
533,ALAGOINHAS,16/07/2013,0.0,29.5,21.0,24.02,77.75,1
534,ALAGOINHAS,25/07/2013,1.3,24.5,19.4,21.82,94.75,1
535,ALAGOINHAS,30/07/2013,0.0,28.1,17.8,22.52,81.0,1
536,ALAGOINHAS,31/07/2013,6.6,24.4,20.0,21.64,90.5,1
537,ALAGOINHAS,27/08/2013,0.0,28.5,18.6,22.9,84.75,1
538,ALAGOINHAS,28/08/2013,0.2,28.9,19.2,23.38,81.0,1
539,ALAGOINHAS,02/09/2013,1.0,28.7,20.0,23.02,78.75,1
540,ALAGOINHAS,16/09/2013,1.6,28.7,20.5,23.64,80.0,1
541,ALAGOINHAS,18/09/2013,0.0,27.5,20.0,23.98,83.0,1
542,ALAGOINHAS,19/09/2013,0.5,29.5,20.5,24.44,76.25,1
543,ALAGOINHAS,20/09/2013,0.0,29.3,16.6,22.62,78.25,1
544,ALAGOINHAS,23/09/2013,7.2,31.1,18.4,24.12,78.0,1
545,ALAGOINHAS,30/09/2013,0.0,30.2,19.1,23.66,70.75,1
546,ALAGOINHAS,09/10/2013,2.3,25.3,21.4,22.76,93.5,1
547,ALAGOINHAS,22/10/2013,0.0,30.7,20.2,24.7,74.0,1
548,ALAGOINHAS,30/10/2013,2.2,30.3,20.6,24.62,80.75,1
549,ALAGOINHAS,06/11/2013,0.3,31.5,20.9,25.64,80.25,2
550,ALAGOINHAS,04/12/2013,0.0,35.4,23.9,27.8,69.0,1
551,ALAGOINHAS,05/12/2013,0.0,32.3,24.2,26.76,71.0,1
552,ALAGOINHAS,18/12/2013,13.2,28.7,22.5,24.7,86.0,1
553,ALAGOINHAS,18/01/2014,0.0,35.5,20.6,27.62,66.25,1
554,ALAGOINHAS,06/02/2014,5.0,32.6,21.3,26.1,73.25,1
555,ALAGOINHAS,10/02/2014,0.0,32.1,22.1,26.04,75.0,1
556,ALAGOINHAS,13/02/2014,0.0,32.5,21.6,26.36,71.25,1
557,ALAGOINHAS,07/03/2014,0.0,32.2,21.1,25.94,73.5,1
558,ALAGOINHAS,21/03/2014,0.0,33.3,20.9,26.68,74.0,2
559,ALAGOINHAS,27/03/2014,0.0,33.5,22.0,26.8,72.5,1
560,ALAGOINHAS,01/04/2014,1.3,32.1,21.8,26.38,80.5,1
561,ALAGOINHAS,03/04/2014,0.0,33.1,22.2,27.06,76.25,1
562,ALAGOINHAS,05/04/2014,0.0,34.3,22.8,27.54,76.25,1
563,ALAGOINHAS,09/04/2014,16.0,33.8,22.8,27.04,76.25,1
564,ALAGOINHAS,16/04/2014,2.2,31.7,20.6,25.8,75.0,2
565,ALAGOINHAS,23/04/2014,0.0,33.3,20.6,26.78,75.0,1
566,ALAGOINHAS,24/04/2014,0.0,34.5,22.6,27.54,68.75,2
567,ALAGOINHAS,29/04/2014,3.5,26.0,21.2,22.84,92.0,1
568,ALAGOINHAS,30/04/2014,18.4,27.8,21.0,24.18,76.25,1
569,ALAGOINHAS,06/05/2014,0.0,29.1,21.3,25.08,88.0,1
570,ALAGOINHAS,07/05/2014,9.9,30.2,22.5,25.52,82.5,1
571,ALAGOINHAS,20/05/2014,2.3,29.4,20.9,24.62,82.75,2
572,ALAGOINHAS,21/05/2014,0.3,29.7,20.8,24.66,83.0,1
573,ALAGOINHAS,22/05/2014,23.1,29.2,22.3,24.82,93.75,4
574,ALAGOINHAS,28/05/2014,0.0,30.6,17.9,24.38,72.75,2
575,ALAGOINHAS,02/06/2014,0.0,29.7,17.2,23.26,75.5,1
576,ALAGOINHAS,03/06/2014,0.0,30.5,17.6,23.94,79.0,1
577,ALAGOINHAS,04/06/2014,0.0,29.3,19.4,23.62,81.5,1
578,ALAGOINHAS,05/06/2014,0.3,29.5,18.6,23.74,85.5,1
579,ALAGOINHAS,08/06/2014,0.0,28.3,17.6,23.02,86.25,2
580,ALAGOINHAS,09/06/2014,16.6,25.7,22.7,23.46,90.5,1
581,ALAGOINHAS,10/06/2014,24.8,29.2,20.3,24.28,82.25,4
582,ALAGOINHAS,12/06/2014,2.7,26.2,18.4,22.86,89.75,1
583,ALAGOINHAS,16/06/2014,1.6,28.5,20.4,23.82,81.75,1
584,ALAGOINHAS,18/06/2014,0.0,28.0,18.3,22.98,78.5,2
585,ALAGOINHAS,19/06/2014,0.6,26.0,21.2,22.76,91.5,1
586,ALAGOINHAS,24/06/2014,15.6,25.3,19.6,22.38,85.75,1
587,ALAGOINHAS,25/06/2014,0.0,25.5,18.8,22.02,86.5,1
588,ALAGOINHAS,01/07/2014,0.0,28.7,17.1,22.84,82.5,2
589,ALAGOINHAS,02/07/2014,0.3,28.7,20.0,23.34,86.25,1
590,ALAGOINHAS,04/07/2014,0.0,28.1,16.6,22.58,77.5,1
591,ALAGOINHAS,07/07/2014,2.6,27.7,18.2,22.2,90.75,1
592,ALAGOINHAS,09/07/2014,11.2,27.2,19.7,22.46,79.25,2
593,ALAGOINHAS,16/07/2014,4.6,27.7,18.6,22.86,81.75,2
594,ALAGOINHAS,17/07/2014,0.4,23.5,18.8,21.58,91.75,1
595,ALAGOINHAS,18/07/2014,18.3,26.5,19.4,22.42,92.25,1
596,ALAGOINHAS,22/07/2014,18.0,26.0,19.1,22.46,90.25,1
597,ALAGOINHAS,24/07/2014,7.3,27.2,19.1,22.7,87.25,2
598,ALAGOINHAS,04/08/2014,0.0,29.5,18.8,23.62,81.5,2
599,ALAGOINHAS,18/08/2014,7.4,27.2,18.7,22.28,81.5,1
600,ALAGOINHAS,19/08/2014,1.7,24.9,17.6,21.02,90.75,1
601,ALAGOINHAS,17/09/2014,0.0,29.7,17.0,23.14,75.25,2
602,ALAGOINHAS,18/09/2014,0.0,29.1,16.6,22.82,72.0,1
603,ALAGOINHAS,23/09/2014,0.0,29.9,22.0,24.74,77.25,1
604,ALAGOINHAS,21/10/2014,0.0,30.1,20.0,24.44,73.75,1
605,ALAGOINHAS,22/10/2014,0.0,30.4,17.9,23.38,69.75,1
606,ALAGOINHAS,19/11/2014,3.6,25.5,21.0,22.78,59.75,1
607,ALAGOINHAS,24/11/2014,0.0,32.6,19.9,25.36,75.75,2
608,ALAGOINHAS,27/11/2014,0.0,32.3,18.0,25.06,71.75,1
609,ALAGOINHAS,07/12/2014,0.3,29.3,22.0,24.84,85.25,1
610,ALAGOINHAS,16/12/2014,0.0,34.3,23.0,27.34,73.25,1
611,ALAGOINHAS,14/01/2015,0.0,33.5,19.6,26.3,66.0,1
612,ALAGOINHAS,06/02/2015,38.2,34.4,23.1,27.3,70.5,1
613,ALAGOINHAS,15/02/2015,0.0,32.0,23.4,26.86,79.5,1
614,ALAGOINHAS,09/03/2015,0.0,32.9,22.6,27.22,72.75,1
615,ALAGOINHAS,15/03/2015,0.0,34.3,19.4,26.74,64.5,1
616,ALAGOINHAS,23/03/2015,0.0,33.8,22.7,27.28,71.75,1
617,ALAGOINHAS,27/03/2015,4.2,34.7,21.5,27.12,72.5,2
618,ALAGOINHAS,16/04/2015,2.2,32.2,22.6,26.52,77.0,3
619,ALAGOINHAS,17/04/2015,0.0,32.3,21.8,26.3,81.75,1
620,ALAGOINHAS,23/04/2015,0.0,33.9,22.8,27.5,79.5,1
621,ALAGOINHAS,30/04/2015,0.8,31.1,22.9,25.32,95.0,1
622,ALAGOINHAS,04/05/2015,3.1,30.3,22.3,25.16,89.25,1
623,ALAGOINHAS,14/05/2015,4.4,29.9,22.2,25.3,85.75,2
624,ALAGOINHAS,21/05/2015,11.4,27.4,22.5,24.02,89.75,1
625,ALAGOINHAS,26/05/2015,12.3,26.3,22.6,23.66,96.5,3
626,ALAGOINHAS,27/05/2015,27.6,29.1,20.3,23.78,84.25,1
627,ALAGOINHAS,01/06/2015,3.3,28.3,20.6,24.14,89.75,3
628,ALAGOINHAS,11/06/2015,7.9,29.5,21.8,23.66,84.0,1
629,ALAGOINHAS,18/06/2015,0.0,28.9,19.3,22.76,77.25,1
630,ALAGOINHAS,26/06/2015,19.6,27.5,20.4,22.9,84.5,1
631,ALAGOINHAS,01/07/2015,3.8,26.8,20.3,22.56,84.75,2
632,ALAGOINHAS,16/07/2015,3.8,27.1,19.6,22.42,79.5,1
633,ALAGOINHAS,21/07/2015,0.0,28.3,17.2,22.1,79.75,1
634,ALAGOINHAS,22/07/2015,0.0,27.6,16.4,22.0,79.5,1
635,ALAGOINHAS,23/07/2015,0.0,26.1,20.4,22.42,91.0,1
636,ALAGOINHAS,24/07/2015,9.3,26.4,20.6,22.48,89.25,2
637,ALAGOINHAS,28/07/2015,1.1,28.3,19.8,22.48,81.25,2
638,ALAGOINHAS,29/07/2015,0.0,28.0,17.3,22.54,83.0,1
639,ALAGOINHAS,03/08/2015,5.7,25.9,17.6,20.98,83.75,2
640,ALAGOINHAS,12/08/2015,0.4,25.3,17.0,20.18,83.25,2
641,ALAGOINHAS,26/08/2015,0.0,30.1,19.2,24.14,87.25,2
642,ALAGOINHAS,26/01/2016,0.3,33.3,23.2,27.54,72.0,1
643,ALAGOINHAS,03/03/2016,0.0,33.8,21.4,27.16,76.0,1
644,ALAGOINHAS,08/03/2016,0.0,33.7,21.8,27.18,68.75,1
645,ALAGOINHAS,22/03/2016,0.0,36.0,22.2,27.96,69.25,1
646,ALAGOINHAS,28/03/2016,7.2,31.7,22.2,26.34,77.0,1
647,ALAGOINHAS,05/04/2016,0.0,33.4,20.4,26.72,71.0,1
648,ALAGOINHAS,12/04/2016,2.0,33.1,21.9,25.92,73.25,2
649,ALAGOINHAS,15/04/2016,2.9,32.4,22.7,26.42,76.25,1
650,ALAGOINHAS,18/04/2016,11.4,30.7,22.4,25.82,77.75,2
651,ALAGOINHAS,01/06/2016,0.0,30.3,18.8,24.46,79.5,1
652,ALAGOINHAS,01/07/2016,5.2,26.5,18.7,22.44,86.25,1
653,ALAGOINHAS,28/07/2016,1.0,27.4,14.8,22.64,77.25,1
654,ALAGOINHAS,18/08/2016,0.0,30.0,17.6,23.22,74.5,1
655,ALAGOINHAS,24/08/2016,2.2,30.1,19.8,24.02,89.25,2
656,ALAGOINHAS,19/09/2016,2.5,29.9,17.3,22.72,76.75,2
657,ALAGOINHAS,26/09/2016,0.0,31.6,19.7,24.78,74.5,1
658,BARRA,03/07/2005,0.0,32.2,19.6,24.98,58.5,1
659,BARRA,05/02/2007,3.1,27.5,22.8,23.96,82.25,1
660,BARRA,15/02/2007,51.2,28.6,21.8,24.14,86.5,1
661,BARRA,16/02/2007,57.8,24.4,20.8,22.56,91.75,1
662,BARRA,13/07/2007,0.0,32.1,18.2,24.4,54.25,1
663,BARRA,31/03/2008,0.0,28.2,22.2,24.1,87.25,1
664,BARRA,11/04/2008,0.0,31.4,19.6,25.6,60.75,3
665,BARRA,16/04/2008,0.0,31.7,21.6,26.34,58.75,1
666,BARRA,22/04/2008,0.0,32.0,18.8,24.86,65.5,2
667,BARRA,22/10/2008,0.0,35.8,23.0,29.26,42.5,1
668,BARRA,31/10/2008,0.0,38.9,21.8,30.44,37.0,1
669,BARRA,26/11/2008,0.0,34.4,21.8,27.86,57.25,1
670,BARRA,17/12/2008,7.4,33.4,19.8,25.48,77.5,1
671,BARRA,19/02/2009,0.0,30.2,23.0,25.86,69.0,1
672,BARRA,20/02/2009,0.0,33.6,21.8,27.68,59.5,2
673,BARRA,24/02/2009,3.0,34.0,21.2,26.34,57.5,2
674,BARRA,25/02/2009,0.0,35.2,21.8,28.14,47.0,1
675,BARRA,26/02/2009,0.0,35.1,20.2,26.66,57.75,1
676,BARRA,05/03/2009,0.0,34.8,23.0,28.06,64.25,3
677,BARRA,07/03/2009,0.7,31.2,22.6,25.54,77.0,1
678,BARRA,09/03/2009,0.0,35.2,21.8,28.22,46.25,1
679,BARRA,11/03/2009,0.0,35.9,24.0,28.4,50.25,4
680,BARRA,12/03/2009,0.0,35.2,19.8,27.3,51.25,1
681,BARRA,13/03/2009,0.0,35.2,21.4,28.28,47.25,1
682,BARRA,14/03/2009,0.0,35.6,22.2,27.94,58.5,2
